과정제공기관,과정명,교육시작일자,교육종료일자
국가공무원인재개발원,3D 프린팅과 친해지기(교육공지 확인 후 신청),2023-05-08,2023-05-10
산업안전보건교육원,[심화](전문화)PSM과정,2023-05-08,2023-05-12
고용노동부,23년 취업지원의 이해 및 활용,2023-05-08,2023-05-26
한국고용노동교육원,7급 핵심역량과정,2023-05-08,2023-05-10
한국고용노동교육원,[의무]중대재해처벌법 수사과정,2023-05-08,2023-05-10
고용노동부,23년 최저임금법의 이해,2023-05-08,2023-05-26
한국고용노동교육원,[전문]구직자도약보장패키지이해과정,2023-05-08,2023-05-12
고용노동부,23년 근로기준법의 이해,2023-05-08,2023-05-26
고용노동부,23년 임금의 이해,2023-05-08,2023-05-26
고용노동부,23년 국민내일배움카드 이해과정,2023-05-08,2023-05-26
고용노동부,건설장비의 안전 II,2023-05-08,2023-05-26
고용노동부,23년 신고사건 업무처리 실무,2023-05-08,2023-05-26
한국고용정보원,[기본]집단상담프로그램의 이해1(청년중심),2023-05-09,2023-05-10
감사교육원,자체감사실 신규직원 과정,2023-05-10,2023-05-12
국가공무원인재개발원,정보화담당자 전문역량 강화(교육공지 확인 후 신청),2023-05-10,2023-05-12
한국고용노동교육원,[심화]전직지원서비스컨설팅과정,2023-05-10,2023-05-12
공공조달역량개발원,계약업무입문,2023-05-10,2023-05-12
한국고용노동교육원,(직장교육_서울관악지청)근로감독관 업무역량 강화(학습의 날),2023-05-10,2023-05-10
한국고용노동교육원,"8 ,9급 핵심역량과정",2023-05-10,2023-05-12
한국고용노동교육원,[전문]노동분야최신쟁점판례해설과정,2023-05-10,2023-05-12
한국고용노동교육원,준비된 미래를 향한 JUMP과정,2023-05-11,2023-05-12
한국고용정보원,[기본]집단상담프로그램의 이해2(중장년중심),2023-05-11,2023-05-12
한국고용노동교육원,[기본][현장]직업심리검사 및 집단상담이해과정,2023-05-11,2023-05-12
공공조달역량개발원,공사관리실무,2023-05-11,2023-05-12
한국고용노동교육원,사회적기업업무담당자과정(사회적기업 현장노동법과정),2023-05-12,2023-05-12
국립국어원,국어전문교육과정(대면),2023-05-15,2023-05-18
고용노동부,(지정)기계학습,2023-05-15,2023-06-02
고용노동부,(지정)컴퓨팅사고,2023-05-15,2023-06-02
고용노동부,(지정)텍스트데이터 분석,2023-05-15,2023-06-02
한국고용노동교육원,[기본][현장]부정수급이해과정(사업부서담당자),2023-05-15,2023-05-15
고용노동부,(지정)윤리 및 법제도,2023-05-15,2023-06-02
고용노동부,(지정)AI/빅데이터 활용,2023-05-15,2023-06-02
법무연수원,국가송무과정,2023-05-15,2023-05-19
고용노동부,(지정)데이터 시각화,2023-05-15,2023-06-02
고용노동부,(지정)정형데이터 분석,2023-05-15,2023-06-02
고용노동부,(지정)인공신경망과 딥러닝,2023-05-15,2023-06-02
한국고용노동교육원,[기본]직업훈련지도관리과정,2023-05-15,2023-05-15
한국고용노동교육원,내 삶의 활력을 찾는 힐링캠프(화상),2023-05-15,2023-05-16
공공조달역량개발원,일반용역계약실무,2023-05-16,2023-05-17
국가공무원인재개발원,과장후보자과정,2023-05-16,2023-05-18
고용노동부,[기본]기계·기구·설비 이해과정(기계·전기),2023-05-16,2023-05-19
한국고용노동교육원,[심화]화재·폭발·중독 사고과정,2023-05-16,2023-05-19
한국고용노동교육원,[기본]지역고용사업실무과정,2023-05-16,2023-05-16
청렴연수원,청렴교육 내부강사 양성과정,2023-05-16,2023-05-18
한국고용노동교육원,[심화]국민취업지원심화과정,2023-05-17,2023-05-19
한국고용노동교육원,[기본]형법 및 형사소송법 이해과정,2023-05-17,2023-05-19
국사편찬위원회,한국사전문교육과정,2023-05-17,2023-05-19
한국고용노동교육원,일잘러에게 필요한 스마트 워킹툴,2023-05-17,2023-05-17
한국고용노동교육원,성찰을 통한 IMPROVE과정,2023-05-17,2023-05-19
한국고용노동교육원,[심화]집단노동분쟁심화과정,2023-05-17,2023-05-19
한국고용노동교육원,[심화]면접코칭지도역량향상과정,2023-05-17,2023-05-19
국가공무원인재개발원,빅데이터와 인공지능의 이해(교육공지 확인 후 신청),2023-05-18,2023-05-19
공공조달역량개발원,물가변동에 의한 계약금액 조정,2023-05-18,2023-05-18
국가공무원인재개발원,4차 산업혁명 트렌드의 이해(교육공지 확인 후 신청),2023-05-18,2023-05-19
산업안전보건교육원,위험성평가담당자교육,2023-05-18,2023-05-19
공공조달역량개발원,"나라장터(물품,용역)",2023-05-18,2023-05-18
한국고용노동교육원,"[신규]신규산업안전감독관과정(감독, 수사학교 보수과정)",2023-05-22,2023-05-26
고용노동부,일반기계의 안전,2023-05-22,2023-06-09
통계교육원,통계기초 및 활용,2023-05-22,2023-05-26
법무연수원,[수사핵심]특사경수사실무과정,2023-05-22,2023-05-26
한국고용노동교육원,[기본]근로감독기본과정,2023-05-22,2023-05-24
통계교육원,통계보고서 작성,2023-05-22,2023-05-24
한국고용노동교육원,내면의 나를 찾아 떠나는 마음여행 ,2023-05-22,2023-05-24
국가공무원인재개발원,빅데이터 분석기반의 정책수립(파이썬 심화)(교육공지 확인 후 신청),2023-05-22,2023-05-24
한국고용노동교육원,[전문]직업진로상담전문가양성과정,2023-05-22,2023-06-16
사이버안전훈련센터,(직장교육_정보화기획팀) 악성코드 분석,2023-05-23,2023-05-25
한국고용노동교육원,[기본]고용업무를 위한 법률이해과정3(소송법),2023-05-23,2023-05-23
사이버안전훈련센터,(직장교육_정보화기획팀) 정보화사업 보안성 검토,2023-05-23,2023-05-24
한국고용정보원,[기본]단기집단상담프로그램 이해,2023-05-23,2023-05-23
한국고용노동교육원,하나되는 소통과 협업과정,2023-05-24,2023-05-26
산업안전보건교육원,근골격계부담작업 유해요인조사 전문화교육,2023-05-24,2023-05-26
국립국어원,공공언어 특별과정(2),2023-05-24,2023-05-25
한국고용정보원,[기본]비대면 교육 플랫폼 및 지원기기 활용법 이해,2023-05-24,2023-05-24
한국고용노동교육원,[심화]부정수급조사심화과정,2023-05-24,2023-05-26
한국고용노동교육원,[심화]직업정보활용과 잡매칭과정,2023-05-24,2023-05-26
한국고용정보원,[기본]비대면 교육 플랫폼 및 지원기기 활용법 이해,2023-05-25,2023-05-25
한국고용노동교육원,[기본]노동위원회 권역별 현장교육,2023-05-25,2023-05-26
한국고용노동교육원,[현장] 스마트 업무시간 관리기법 ,2023-05-25,2023-05-25
한국고용노동교육원,사회적기업업무담당자과정(사회적기업 통합정보시스템 전산실무),2023-05-26,2023-05-26
한국고용노동교육원,[기본]고용업무를 위한 법률이해과정4(고용기본법),2023-05-30,2023-05-30
한국고용노동교육원,전략개발 및 기획능력 향상 과정,2023-05-30,2023-05-31
국가공무원인재개발원,고위공무원단후보자과정,2023-05-30,2023-06-02
한국고용노동교육원,비대면교육기법 활용과정,2023-05-30,2023-05-31
한국고용노동교육원,세입업무이해과정,2023-05-30,2023-06-01
한국고용노동교육원,팀장 리더십과정,2023-05-30,2023-06-01
법제처,행정법실무 핵심,2023-05-30,2023-05-31
국가공무원인재개발원,정보보호와 친해지기(교육공지 확인 후 신청),2023-05-30,2023-05-31
한국고용노동교육원,[심화]직업상담사례개념화과정,2023-05-31,2023-06-02
한국고용노동교육원,사회적기업업무담당자과정,2023-05-31,2023-06-02
통계교육원,오피스를 활용한 데이터 시각화,2023-05-31,2023-06-02
한국고용노동교육원,[심화]직무분석심화과정,2023-05-31,2023-06-02
한국고용노동교육원,[심화]집단노동관계수사실무과정,2023-05-31,2023-06-02
공공조달역량개발원,물품구매계약실무,2023-06-01,2023-06-02
국립국어원,공공언어 특별과정(1),2023-06-01,2023-06-01
한국고용노동교육원,[현장] 인정받는 보고스킬 ,2023-06-01,2023-06-01
고용노동부,23년 국민내일배움카드 이해과정,2023-06-05,2023-06-23
고용노동부,23년 NCS직업분류의 이해,2023-06-05,2023-06-23
고용노동부,23년 실업급여의 이해,2023-06-05,2023-06-23
고용노동부,23년 신고사건 업무처리 실무,2023-06-05,2023-06-23
고용노동부,23년 노동조합 및 노동관계조정법 실무,2023-06-05,2023-06-23
고용노동부,23년 중대재해처벌법의 이해,2023-06-05,2023-06-23
고용노동부,전기설비의 안전,2023-06-05,2023-06-23
고용노동부,23년 취업지원의 이해 및 활용,2023-06-05,2023-06-23
고용노동부,23년 근로기준법의 이해,2023-06-05,2023-06-23
고용노동부,23년 노동사범 수사실무,2023-06-05,2023-06-23
고용노동부,"23년 근로시간 휴일, 휴가제도의 이해",2023-06-05,2023-06-23
고용노동부,23년 최저임금법의 이해,2023-06-05,2023-06-23
국가공무원인재개발원,9급 신규자과정(지역인재 수습직원),2023-06-05,2023-06-30
고용노동부,23년 임금의 이해,2023-06-05,2023-06-23
고용노동부,23년 고용안정사업의 이해,2023-06-05,2023-06-23
고용노동부,23년 고용보험법 최근 개정사항,2023-06-05,2023-06-23
고용노동부,23년 청년내일채움공제 업무처리 실무,2023-06-05,2023-06-23
한국고용노동교육원,[심화]심판업무심화과정,2023-06-07,2023-06-09
산업안전보건교육원,[심화]인증심사과정,2023-06-07,2023-06-09
한국고용노동교육원,하나되는 소통과 협업과정,2023-06-07,2023-06-09
한국고용노동교육원,적극행정 실행력 강화과정,2023-06-07,2023-06-09
한국고용노동교육원,[현장] 스마트 업무시간 관리기법 ,2023-06-07,2023-06-07
한국고용노동교육원,5급 핵심역량과정,2023-06-07,2023-06-09
고용노동부,(직장교육_광주청) 심폐소생술 교육,2023-06-08,2023-06-08
한국고용노동교육원,사내전문강사 보수과정 ,2023-06-08,2023-06-09
한국고용노동교육원,민원상담 기초 및 실제과정,2023-06-08,2023-06-08
산업안전보건교육원,위험성평가담당자교육,2023-06-08,2023-06-09
한국고용노동교육원,[기본]고용업무를 위한 법률이해과정2(민형사법),2023-06-08,2023-06-08
국가공무원인재개발원,스마트 라이프 따라하기(교육공지 확인 후 신청),2023-06-09,2023-06-09
고용노동부,(지정)윤리 및 법제도,2023-06-12,2023-06-30
국가공무원인재개발원,메타버스의 이해와 활용(교육공지 확인 후 신청),2023-06-12,2023-06-13
고용노동부,(지정)데이터 시각화,2023-06-12,2023-06-30
고용노동부,(지정)컴퓨팅사고,2023-06-12,2023-06-30
고용노동부,(지정)정형데이터 분석,2023-06-12,2023-06-30
국가공무원인재개발원,디지털 리터러시 이해하기(교육공지 확인 후 신청),2023-06-12,2023-06-14
인사혁신처,세종청사 아카데미,2023-06-12,2023-07-15
고용노동부,(지정)인공신경망과 딥러닝,2023-06-12,2023-06-30
법무연수원,국가송무과정,2023-06-12,2023-06-16
고용노동부,(지정)AI/빅데이터 활용,2023-06-12,2023-06-30
한국고용노동교육원,[수사핵심]인권감수성향상과정,2023-06-12,2023-06-14
한국고용노동교육원,[기본][현장]부정수급이해과정(사업부서담당자),2023-06-12,2023-06-12
한국고용노동교육원,신규직업상담원과정,2023-06-12,2023-06-23
한국고용노동교육원,[전문]다양한고용형태감독심화과정,2023-06-12,2023-06-14
고용노동부,(지정)텍스트데이터 분석,2023-06-12,2023-06-30
한국고용노동교육원,재취업지원서비스과정 ,2023-06-12,2023-06-14
산업안전보건교육원,[기본]기계·기구·설비이해 과정(건설·화공·보건),2023-06-12,2023-06-14
한국전파진흥협회,(직장교육_정보화기획팀) 파이썬을 활용한 업무 자동화 과정,2023-06-12,2023-06-16
고용노동부,(지정)기계학습,2023-06-12,2023-06-30
국가공무원인재개발원,과장후보자과정,2023-06-13,2023-06-15
한국고용노동교육원,하루에 완성하는 이미지 브랜딩 ,2023-06-13,2023-06-13
한국고용노동교육원,[전문]생애설계코칭전문과정,2023-06-13,2023-06-16
한국고용노동교육원,[기본]일반사고과정(12대 기인물)_건설,2023-06-13,2023-06-16
한국고용노동교육원,[기본](전문화)인간공학 및 시스템안전공학과정,2023-06-13,2023-06-16
청렴연수원,청렴교육 내부강사 양성과정,2023-06-13,2023-06-15
고용노동부,(직장교육_중노위 법무지원과)전국 지노위 조사관 주요 판례 등 교육,2023-06-13,2023-06-13
한국고용노동교육원,[심화]근로감독심화과정,2023-06-14,2023-06-16
한국고용노동교육원,코칭 리더십과정,2023-06-14,2023-06-16
통계교육원,파이썬 초급 통계분석,2023-06-14,2023-06-16
한국고용노동교육원,[심화]기업진단 및 컨설팅기법향상과정,2023-06-14,2023-06-16
한국고용정보원,[기본]집단상담프로그램의 이해4(구직의욕중심),2023-06-14,2023-06-14
공공조달역량개발원,"나라장터(물품,용역)",2023-06-14,2023-06-14
한국고용노동교육원,사회적기업업무담당자과정,2023-06-14,2023-06-16
